Name,School,Power,Link,Hometown
Riley Lohse,Indiana University-Indianapolis,-1.0,/swimmer/403912,
Mason Schoof,Milwaukee,-1.0,/swimmer/506461,
Andrew Bernsdorf,Oakland University,-1.0,/swimmer/412568,
Max Boehnlein,University of Wisconsin-Green Bay,8.8,/swimmer/401099,
Nick Dibley,Indiana University-Indianapolis,-1.0,,
Jordan Sopjes,University of Wisconsin-Green Bay,-1.0,/swimmer/460820,
Ben Rojewski,Oakland University,17.21,/swimmer/468601,
Will Barton,Oakland University,-1.0,,
Ryan Ramminger,University of Wisconsin-Green Bay,-1.0,/swimmer/334834,
Dan Galante,Indiana University-Indianapolis,-1.0,,
Ian Allen,Oakland University,-1.0,/swimmer/463176,
Ben Gabbey,University of Illinois at Chicago,17.45,/swimmer/492003,
Daniel Jablonski,Milwaukee,33.73,/swimmer/701079,
Umitcan Gures,Harvard,1.64,/swimmer/560792,
Joe Page,Yale,-1.0,/swimmer/1065646,
Ryan Linnihan,Harvard,-1.0,/swimmer/401079,
Matthew Dieffenthaller,University of Pennsylvania,-1.0,/swimmer/375776,
Max Walther,Princeton,-1.0,,
Connor Lee,Yale,-1.0,/swimmer/377226,
Nicholas Lim,Princeton,-1.0,/swimmer/544617,
Nathan Stern,Yale,-1.0,/swimmer/433464,
Thomas Shepanzyk,Columbia,-1.0,/swimmer/478412,
Jonathan Pollock,Princeton,-1.0,/swimmer/357024,
Jeremy Marcin,Cornell,-1.0,/swimmer/376729,
Greg Kalin,Yale,-1.0,/swimmer/482501,
Connor Lamastra,Dartmouth,-1.0,/swimmer/382292,
Tim Park,Dartmouth,-1.0,,
Marcus Holmquist,Harvard,-1.0,/swimmer/670197,
Tim Cushman,Dartmouth,-1.0,,
Pierce Dietze,Harvard,-1.0,/swimmer/433230,
Ray Yang,Columbia,-1.0,/swimmer/640888,
Raunak Khosla,Princeton,-1.0,/swimmer/449644,
Daniel Kim,Harvard,-1.0,/swimmer/357424,
Paige Dacosta,Cornell,-1.0,,
Connor Bishop,Dartmouth,-1.0,/swimmer/482580,
Keegan Drew,Columbia,-1.0,/swimmer/460518,
Jack Casey,Cornell,-1.0,/swimmer/399878,
Michael Chang,Columbia,-1.0,/swimmer/397429,
Evan Schott,Yale,-1.0,/swimmer/482977,
Cameron Matthews,Princeton,-1.0,/swimmer/791180,
Dylan Porges Avila,Princeton,-1.0,,
Ryan Brown,Cornell,8.06,/swimmer/291407,
Cole Kuster,Harvard,-1.0,/swimmer/495492,
Ethan Banks,Dartmouth,-1.0,/swimmer/383448,
Joshua Kim,Princeton,17.74,/swimmer/893664,
Tobin Hickman-Chow,Yale,11.27,/swimmer/454260,
Miguel Jacome,Princeton,-1.0,,
John Ehling,Princeton,-1.0,/swimmer/547190,
Gunner Grant,Harvard,-1.0,,
Joe Moll,Dartmouth,-1.0,,
Tyler Lu,Brown University,-1.0,,
Mark McCrary,University of Pennsylvania,-1.0,/swimmer/417824,
Lukas Scheidl,Brown University,-1.0,/swimmer/169410,
Peyton Werner,Princeton,-1.0,/swimmer/540169,
Vincent Huang,Brown University,12.31,/swimmer/454314,
Noah Brune,Harvard,-1.0,/swimmer/496872,
Chris Aubin,Princeton,-1.0,,
Chris Kostelni,Cornell,11.57,/swimmer/494591,
Simon Lamar,Harvard,-1.0,/swimmer/412006,
Liam Bogart,Yale,-1.0,/swimmer/452384,
Ben Hayes,Brown University,-1.0,,
Jami Rzepecki,Yale,10.4,/swimmer/491499,
Jason Schreiber,University of Pennsylvania,-1.0,/swimmer/376616,
Jared Simpson,Harvard,-1.0,/swimmer/392983,
Reid Arwood,Brown University,-1.0,/swimmer/473853,
Colin Mackellar,Brown University,-1.0,/swimmer/490923,
Jack O'Connor,Yale,-1.0,,
Neil Simpson,University of Pennsylvania,-1.0,/swimmer/545017,
Jacob Bass,Cornell,-1.0,/swimmer/459299,
Calvin Yang,Yale,-1.0,/swimmer/348314,
Ike Shirakata,Columbia,14.34,/swimmer/433239,
David Abrahams,Harvard,-1.0,/swimmer/463377,
Alex Petty,Harvard,-1.0,,
Jack Valiquette,Cornell,-1.0,/swimmer/475237,
Marcos Ortiz,Yale,-1.0,/swimmer/572295,
Alec Kong,Dartmouth,-1.0,/swimmer/693991,
Ahmed Sallam,Marist,-1.0,/swimmer/1189425,
Blake Reynolds,Monmouth University,-1.0,/swimmer/463633,
Ethan McCormac,Marist,-1.0,/swimmer/597145,
Aidan Holbrook,Iona University,-1.0,/swimmer/344489,
Joseph Gewartowski,Rider University,-1.0,,
Conor Mullin,Iona University,-1.0,/swimmer/329412,
Jack Ruggieri,Rider University,-1.0,/swimmer/395296,
Evan Fair,Fairfield,-1.0,/swimmer/675746,
Thomas From,Monmouth University,-1.0,,
Alex Hiltbrand,Canisius,-1.0,,
Mike Maurer,Canisius,-1.0,,
Kyle Kimerer,Canisius,-1.0,/swimmer/399308,
Matthew Lequang,Rider University,8.56,/swimmer/511694,
Peter Gori,Fairfield,-1.0,/swimmer/522316,
Liam O'Connell,Canisius,-1.0,,
Dylan Barkhuizen,Monmouth University,-1.0,/swimmer/462876,
Daniel Hadary,Iona University,-1.0,/swimmer/397215,
Thomas Willemse,Fairfield,-1.0,/swimmer/456993,
Adam Sokolowski,Canisius,-1.0,/swimmer/396696,
Tyler Prosser,Niagara,-1.0,/swimmer/471685,
Emil Bajramovic,Iona University,-1.0,/swimmer/495171,
Jalen Ramjohn,Iona University,-1.0,/swimmer/383115,
David Son,Iona University,29.48,/swimmer/503295,
Callan Smith,Monmouth University,-1.0,/swimmer/638697,
Jake Demartino,Iona University,-1.0,/swimmer/494662,
Connor Way,Canisius,-1.0,/swimmer/395083,
Will Robinson,Fairfield,-1.0,,
Brendan Vieira,Saint Peters University,-1.0,/swimmer/704889,
Mauro Pacsi,Iona University,-1.0,/swimmer/397708,
Jack Moran,Iona University,-1.0,NoMatch,
Luke McDonald,Monmouth University,-1.0,/swimmer/612972,
Jr Leitz,Monmouth University,-1.0,,
Dalton Stier,Niagara,-1.0,/swimmer/424200,
Chris Ford,Fairfield,-1.0,/swimmer/490874,
Jackson Madonia,Iona University,-1.0,/swimmer/344703,
Brody Biebel,Fairfield,-1.0,/swimmer/489318,
Grant Edwards,Iona University,-1.0,/swimmer/453678,
Aj Yost,Canisius,-1.0,,
Mason Adams,Canisius,-1.0,/swimmer/245118,
Jordan Chatelle,Canisius,-1.0,/swimmer/396278,
branden deiss,Manhattan,-1.0,/swimmer/757452,
Louis Quinn,Manhattan,-1.0,,
Matthew Torres,Fairfield,-1.0,/swimmer/510192,
Lucas Racevicius,Rider University,-1.0,/swimmer/616546,
Spencer Moran,Iona University,-1.0,/swimmer/405615,
Austin Twiss,Fairfield,-1.0,/swimmer/490991,
Joe Blake,Canisius,-1.0,,
Noah Brooks,Niagara,-1.0,/swimmer/661987,
Mason Arnberg,Marist,-1.0,/swimmer/395868,
Kyle Iorizzo,Rider University,-1.0,/swimmer/399864,
Adam Kapusta,Marist,-1.0,/swimmer/399910,
Charles Scheel,Marist,-1.0,,
Dylan Edge,Monmouth University,-1.0,/swimmer/445151,
Patrick Boyle,Fairfield,18.92,/swimmer/397408,
Timothy Cusack-Mcpartlin,Fairfield,-1.0,/swimmer/400008,
Jordan Read,Canisius,-1.0,/swimmer/377095,
David Cooper,Rider University,-1.0,/swimmer/399035,
Nathan Heisey,Monmouth University,-1.0,/swimmer/612038,
Sean Doran,Marist,-1.0,/swimmer/423736,
David Rucci,Rider University,-1.0,/swimmer/453865,
Andrew Iannacone,Rider University,-1.0,/swimmer/495067,
Jack Rogers,Monmouth University,-1.0,NoMatch,
Cole Grosshans,Miami University (Ohio),-1.0,/swimmer/457043,
Nic Wamsley,Miami University (Ohio),-1.0,,
Ben Chatwin,Miami University (Ohio),-1.0,/swimmer/407760,
Jack Wolfred,Ball State,-1.0,/swimmer/484870,
Owen Chaye,Ball State,-1.0,/swimmer/558703,
Duncan McLarty,Ball State,-1.0,/swimmer/485205,
Porter LeVasseur,Missouri State University,-1.0,/swimmer/403885,
Dominic May,Valparaiso University,-1.0,/swimmer/741025,
Riccardo Domenico,University of Evansville,16.33,/swimmer/696721,
Noah Witzki,Missouri State University,-1.0,/swimmer/398972,
Zheng Yang Yeap,SIUC (M),-1.0,,
Patrick White,Ball State,-1.0,/swimmer/487013,
Bryce Handshoe,Ball State,-1.0,/swimmer/623507,
Fitz Miller,Miami University (Ohio),-1.0,,
Arthur Cury,Missouri State University,-1.0,/swimmer/830026,
Drake Manuello,SIUC (M),-1.0,/swimmer/423711,
Adam Cernek,SIUC (M),-1.0,/swimmer/508835,
Jonathan Hill,Missouri State University,14.91,/swimmer/484318,
Landyn Riester,Ball State,-1.0,/swimmer/574642,
Derek Eidson,Valparaiso University,-1.0,/swimmer/374501,
Jacob Krzciok,Miami University (Ohio),-1.0,/swimmer/431289,
Adam Chwieros,Valparaiso University,-1.0,/swimmer/487530,
Jacob Powell,Ball State,-1.0,/swimmer/419489,
Sam Leatherwood,University of Evansville,-1.0,/swimmer/482423,
Ryan Short,Ball State,-1.0,/swimmer/400255,
Janson Garman,University of Evansville,-1.0,/swimmer/492647,
Michael Whitehead,University of Evansville,-1.0,,
Matt Fetterman,Miami University (Ohio),-1.0,,
Max Ransom,SIUC (M),-1.0,,
Josh Graves,University of Evansville,41.75,/swimmer/492650,
Pawel Krawczyk,Missouri State University,-1.0,/swimmer/895334,
Zeke Metz,University of Evansville,-1.0,,
Billy Bennett,Valparaiso University,-1.0,/swimmer/582421,
Austin Smith,University of Evansville,14.09,/swimmer/622431,
Jacob Bailey,University of Evansville,26.91,/swimmer/319811,
Tyler Lewis,Missouri State University,13.19,/swimmer/461594,
Aiden Maurer,Ball State,-1.0,/swimmer/360264,
Griffin Hammett,University of Evansville,30.73,/swimmer/580228,
Bennet Witteveen,Ball State,-1.0,/swimmer/392880,
Noah Berryman,Ball State,-1.0,/swimmer/473699,
Aulden Nance,University of Evansville,-1.0,/swimmer/391671,
Brian Daniels,Valparaiso University,-1.0,/swimmer/489975,
Rick Renner,Valparaiso University,-1.0,,
David Killian,University of Evansville,-1.0,/swimmer/386022,
Jacob Sampson,University of Evansville,34.88,/swimmer/1495145,
Sebastian Odent,Missouri State University,-1.0,/swimmer/820519,
Jacob Halem,Miami University (Ohio),-1.0,/swimmer/323093,
Keenan Burgess,Valparaiso University,-1.0,,
Dillon Freiberger,Ball State,-1.0,/swimmer/484547,
Jack Clouatre,Miami University (Ohio),-1.0,/swimmer/489375,
Sam Flessner,SIUC (M),-1.0,NoMatch,
James Vaughn,Missouri State University,-1.0,/swimmer/459904,
Ian Marshall,SIUC (M),-1.0,/swimmer/474729,
Zachary Moody,Ball State,-1.0,/swimmer/1058808,
Ee Tan,University of Evansville,-1.0,,
Trystan Lundgren,Miami University (Ohio),-1.0,/swimmer/456949,
Sam Curran,Miami University (Ohio),-1.0,,
Max Dehen,University of Evansville,-1.0,/swimmer/653481,
Pierce Lively,University of Evansville,-1.0,/swimmer/321887,
Ryan Sego,Miami University (Ohio),-1.0,/swimmer/392914,
Jacob Berkheimer,Missouri State University,-1.0,/swimmer/542901,
Caleb Whittington,Missouri State University,-1.0,/swimmer/1397942,
Corbett Wilson,Missouri State University,-1.0,/swimmer/1233179,
Jason Allen,Missouri State University,12.31,/swimmer/503113,
Matthew Morris,Missouri State University,-1.0,NoMatch,
Kevin Chen,Missouri State University,-1.0,NoMatch,
Quinn McCurry,Missouri State University,-1.0,/swimmer/1195508,
Connor Stirling,Brigham Young,-1.0,/swimmer/213795,
Franz Adam,University of Hawaii,4.67,/swimmer/1029255,
Roger Woods,Brigham Young,-1.0,/swimmer/447414,
Loren Gillilan,"California State University, Bakersfield",-1.0,/swimmer/357333,
Christian Martinez,University of California-Santa Barbara,11.42,/swimmer/640130,
Antonio Milin,"California State University, Bakersfield",-1.0,/swimmer/541153,
Tim Masten,University of Hawaii,-1.0,/swimmer/911688,
Javier Nicolas,Brigham Young,-1.0,,
Timothy Lee,University of California-Santa Barbara,15.61,/swimmer/1395775,
Josue Dominguez,Brigham Young,-1.0,/swimmer/893681,
Andrew Davis,Pacific,22.86,/swimmer/356493,
Zach Dietz,University of California-Santa Barbara,-1.0,/swimmer/302126,
Ryan Iannaccone,California Polytechnic State University,-1.0,/swimmer/496380,
Dylan Parente,Pacific,-1.0,/swimmer/374715,
Frankie Fitzpatrick,Pacific,-1.0,,
Ben Wolf,University of California-Santa Barbara,-1.0,,
Matthew Hosmer,Pacific,-1.0,/swimmer/1034901,
Jackson Mason,University of California-Santa Barbara,11.86,/swimmer/505242,
David Noyes,Pacific,-1.0,/swimmer/418696,
Cooper Gates,Incarnate Word,-1.0,/swimmer/602096,
Tim Gallagher,University of Hawaii,-1.0,,
Brayden Murphy,Brigham Young,-1.0,/swimmer/240509,
Tyler Johns,California Polytechnic State University,-1.0,/swimmer/459792,
Walker Wilson,Pacific,-1.0,/swimmer/290537,
Garrison Price,California Polytechnic State University,20.14,/swimmer/539067,
Colin Casey,University of California-Santa Barbara,18.71,/swimmer/349893,
Winston Fong,Pacific,-1.0,/swimmer/603847,
Logan Heaney,Pacific,-1.0,/swimmer/413272,
William Schodorf,University of California-Santa Barbara,-1.0,/swimmer/497466,
Andre Yarcan,California Polytechnic State University,-1.0,/swimmer/504955,
Kennan Hotchkiss,University of California-Santa Barbara,-1.0,/swimmer/374859,
Justin Lisoway,University of Hawaii,-1.0,/swimmer/671267,
John Clark,University of Hawaii,-1.0,NoMatch,
Lars Worlund,California Polytechnic State University,-1.0,/swimmer/409212,
Daniel Marella,University of California-Santa Barbara,11.09,/swimmer/409708,
Brian Wong,California Polytechnic State University,19.69,/swimmer/502946,
Christopher Patrick,California Polytechnic State University,-1.0,/swimmer/447454,
Sawyer Kruse,University of Hawaii,-1.0,/swimmer/491311,
Colton Smith,California Polytechnic State University,22.99,/swimmer/484293,
Christopher Hogan,California Polytechnic State University,-1.0,/swimmer/539084,
Timothy Cater,California Polytechnic State University,-1.0,/swimmer/391516,
Nalex Young,Pacific,-1.0,,
Ethan Kramer,Brigham Young,-1.0,/swimmer/271705,
Ricky Lewis,Pacific,-1.0,,
Nick Cisco,Pacific,-1.0,,
Jonathan Tan,Pacific,-1.0,/swimmer/418653,
Daniel Pry,University of California-Santa Barbara,-1.0,/swimmer/433193,
Christian Schroeder,Pacific,-1.0,/swimmer/423752,
Dominic Falcon,University of California-Santa Barbara,8.97,/swimmer/417586,
Adrian Paseta,"California State University, Bakersfield",-1.0,/swimmer/873073,
Zachary Serrano,"California State University, Bakersfield",-1.0,,
Gennady Sytnik,California Polytechnic State University,-1.0,/swimmer/349217,
Aj Dolan,Pacific,-1.0,,
Mark Anthony Beckles,Howard,-1.0,/swimmer/510513,
Peter Jones,Mount Saint Mary's University (MD),30.01,/swimmer/379496,
Ryan Griffiths,Mount Saint Mary's University (MD),-1.0,/swimmer/413873,
Eric Bebel,Bryant University,-1.0,/swimmer/395568,
Dom Scifo,Bryant University,-1.0,,
Arion Solomon,Howard,-1.0,/swimmer/433265,
Fu Kang Wong,Bryant University,-1.0,,
KEVIN CLAIBORNE,Howard,-1.0,,
Reese Samuel,Howard,-1.0,/swimmer/547277,
John Mata,Mount Saint Mary's University (MD),-1.0,,
T'lez Foulkes,Howard,21.31,/swimmer/404819,
Jackson McDonough,Bryant University,-1.0,/swimmer/477851,
Miguel Davis,Howard,-1.0,,
Ryan Burke,Bryant University,33.01,/swimmer/169385,
Marko Danev,St Francis College Brooklyn (New York),-1.0,/swimmer/571174,
Griffin Distler,Mount Saint Mary's University (MD),-1.0,/swimmer/891915,
Luke-Kennedy Thompson,Howard,-1.0,,
Steven Dawkins,St Francis College Brooklyn (New York),-1.0,/swimmer/1184665,
Josiah Scott,Howard,-1.0,/swimmer/1517429,
Austin Dodd,Mount Saint Mary's University (MD),-1.0,/swimmer/495495,
Alex Henager,Mount Saint Mary's University (MD),62.58,/swimmer/593409,
Meriton Veliu,St Francis College Brooklyn (New York),100.0,/swimmer/1184666,
Jordane Payne,Howard,-1.0,/swimmer/510654,
Benedek Lendvai,St Francis College Brooklyn (New York),-1.0,/swimmer/1046306,
Tim Bonner,Mount Saint Mary's University (MD),-1.0,,
Luke Davis,Mount Saint Mary's University (MD),9.92,/swimmer/424214,
Samu Csordas,St Francis College Brooklyn (New York),-1.0,/swimmer/1184670,
Mark Boiko,Mount Saint Mary's University (MD),-1.0,/swimmer/593425,
Brendan Flanagan,Mount Saint Mary's University (MD),-1.0,/swimmer/610755,
Chris Kerrigan,Bryant University,-1.0,,
Caleb Padgett,Mount Saint Mary's University (MD),-1.0,/swimmer/565506,
Albion Veliu,St Francis College Brooklyn (New York),-1.0,/swimmer/1184666,
Miles Simon,Howard,-1.0,/swimmer/579649,
Matthew Mays,Bryant University,-1.0,/swimmer/427999,
Binald MAHMUTI,St Francis College Brooklyn (New York),-1.0,,
Daniel Olsson-Shirazi,St Francis College Brooklyn (New York),-1.0,/swimmer/422712,
Ethan Pham,Mount Saint Mary's University (MD),5.43,/swimmer/219312,
Asher Stukelman,Bryant University,-1.0,/swimmer/422539,
Jake Williams,Bryant University,37.06,/swimmer/493150,
Tyler Stringfellow,Bryant University,-1.0,/swimmer/427199,
JOEL WILKINSON,Howard,-1.0,/swimmer/1188075,
Pedro Gueiros,East Carolina,-1.0,/swimmer/1072326,
James Ward,East Carolina,-1.0,NoMatch,
Riley Hill,Southern Methodist University,22.01,/swimmer/466690,
Dom Polling,Cincinnati,100.0,/swimmer/696796,
Charlie Kaye,Southern Methodist University,-1.0,,
Murat Sagdullaev,Cincinnati,-1.0,/swimmer/692132,
Justin Baker,Southern Methodist University,-1.0,/swimmer/656800,
Ryan Aroesty,Southern Methodist University,-1.0,/swimmer/358878,
Jack Easton,Southern Methodist University,-1.0,/swimmer/1804176,
Cole Fleming,Southern Methodist University,-1.0,/swimmer/445464,
Michael Balcerak,Cincinnati,-1.0,/swimmer/393126,
Connor Gamble,Southern Methodist University,-1.0,/swimmer/616661,
Adam Mahler,East Carolina,-1.0,/swimmer/417330,
Joseph Carson,Southern Methodist University,-1.0,/swimmer/456564,
Caleb Rhodenbaugh,Southern Methodist University,-1.0,/swimmer/740609,
Wyatt Cronk,Southern Methodist University,-1.0,/swimmer/353416,
Cameron Katzman,Southern Methodist University,17.06,/swimmer/201001,
Kevin Leibold,Cincinnati,-1.0,/swimmer/459042,
Petar Bozhilov,Southern Methodist University,-1.0,/swimmer/355534,
Noah Smith,Cincinnati,8.01,/swimmer/1497260,
Colin Feehery,Southern Methodist University,-1.0,/swimmer/453344,
Marek Osina,East Carolina,-1.0,/swimmer/450844,
Brayden Rudd,Southern Methodist University,-1.0,,
Kolos Nagy,Southern Methodist University,-1.0,/swimmer/464808,
Wyatt Welch,Southern Methodist University,19.55,/swimmer/691367,
Tyler Barfield,Southern Methodist University,-1.0,/swimmer/447265,
Jackson Skigen,Southern Methodist University,-1.0,/swimmer/424709,
Lyubomir Epitropov,East Carolina,-1.0,/swimmer/508719,
Connor Dalbo,Southern Methodist University,-1.0,/swimmer/422489,
Dalton Lillibridge,Cincinnati,-1.0,/swimmer/386029,
AJ Mainord,Southern Methodist University,20.62,/swimmer/501658,
Spencer Sehlhorst,Cincinnati,-1.0,/swimmer/436609,
Marin Ercegovic,University of Arizona,-1.0,,
